,epochs,loss,val_loss
0,0,112.8575668334961,106.69758605957031
1,1,107.07027435302734,105.53663635253906
2,2,105.78844451904297,109.45498657226562
3,3,104.8862533569336,111.17455291748047
4,4,104.07710266113281,104.74044036865234
5,5,103.32975769042969,102.34081268310547
6,6,102.78802490234375,101.8995132446289
7,7,102.3702163696289,101.36698913574219
8,8,101.5303955078125,106.95484924316406
9,9,101.12517547607422,101.82312774658203
10,10,100.66653442382812,100.15415954589844
11,11,100.30154418945312,100.18418884277344
12,12,100.05244445800781,99.82975006103516
13,13,99.68583679199219,102.52823638916016
14,14,99.46575164794922,102.30276489257812
15,15,99.04920959472656,100.08905029296875
16,16,98.83838653564453,99.01290130615234
17,17,98.78675079345703,99.09654235839844
18,18,98.3857650756836,98.75042724609375
19,19,98.21837615966797,98.5811767578125
20,20,97.91634368896484,100.62771606445312
21,21,97.5586166381836,102.5740737915039
22,22,97.43179321289062,97.99058532714844
23,23,97.02201843261719,99.18379974365234
24,24,96.9657211303711,97.85367584228516
25,25,96.79193115234375,101.59410095214844
26,26,96.61572265625,97.99625396728516
27,27,96.33826446533203,99.01671600341797
28,28,96.1859359741211,97.53462982177734
29,29,95.9674301147461,98.47642517089844
30,30,95.70799255371094,97.39244079589844
31,31,95.51771545410156,97.7468490600586
32,32,95.30591583251953,99.4189453125
33,33,95.21073150634766,97.72210693359375
34,34,94.97592163085938,97.3921127319336
35,35,94.71114349365234,97.68356323242188
36,36,94.4329833984375,97.80213928222656
37,37,94.30245208740234,98.34571838378906
38,38,94.16739654541016,98.12887573242188
39,39,93.91981506347656,98.98177337646484
40,40,92.22577667236328,97.79490661621094
41,41,91.89013671875,97.31816864013672
42,42,91.71053314208984,97.37417602539062
43,43,91.47343444824219,97.98662567138672
44,44,91.29524993896484,96.95137023925781
45,45,91.1707534790039,97.35563659667969
46,46,91.02874755859375,97.96406555175781
47,47,90.86339569091797,99.80046844482422
48,48,90.68141174316406,97.33626556396484
49,49,90.55980682373047,97.17485046386719
50,50,90.43427276611328,97.49000549316406
51,51,90.28514099121094,98.33008575439453
52,52,90.12538146972656,97.33613586425781
53,53,90.11640930175781,97.3497314453125
54,54,89.81348419189453,97.57556915283203
55,55,89.77818298339844,97.32196044921875
56,56,89.61354064941406,98.4365005493164
57,57,89.5453872680664,97.95537567138672
58,58,89.36244201660156,99.24748229980469
59,59,89.23322296142578,97.4407958984375
60,60,89.16802978515625,97.4544677734375
61,61,89.03677368164062,97.72379302978516
62,62,88.94837188720703,97.76475524902344
63,63,88.80323791503906,97.83872985839844
64,64,88.7494888305664,97.90797424316406
65,65,88.58160400390625,98.02693176269531
66,66,88.4808120727539,97.4349136352539
67,67,88.36035919189453,97.87891387939453
68,68,88.21691131591797,98.0623550415039
69,69,88.15357208251953,97.70325469970703
70,70,88.02288055419922,97.6191635131836
71,71,87.92063903808594,97.93515014648438
72,72,87.83599853515625,97.7969970703125
73,73,87.73359680175781,97.62142181396484
74,74,87.55367279052734,98.37947082519531
75,75,87.54119873046875,99.257568359375
76,76,87.41251373291016,97.7184066772461
77,77,87.39417266845703,98.26405334472656
78,78,87.28742980957031,99.53765106201172
79,79,87.11335754394531,97.48763275146484
80,80,87.02364349365234,98.97561645507812
81,81,87.01332092285156,98.10772705078125
82,82,86.87066650390625,98.35295104980469
83,83,86.84394836425781,97.77874755859375
84,84,86.76740264892578,99.33255767822266
85,85,86.56462860107422,98.10216522216797
86,86,86.50804138183594,98.21394348144531
87,87,86.41455078125,98.42826080322266
88,88,86.39044952392578,98.11548614501953
89,89,86.2367935180664,98.24311065673828
90,90,86.25469970703125,98.41458129882812
91,91,86.08233642578125,98.43643951416016
92,92,85.97406005859375,98.1283187866211
93,93,85.8717269897461,98.46549224853516
94,94,85.82136535644531,98.2966079711914
