,epochs,loss,val_loss
0,0,121.73965454101562,111.88726806640625
1,1,107.39529418945312,108.10517883300781
2,2,106.04324340820312,104.06245422363281
3,3,104.83129119873047,103.76506805419922
4,4,103.90333557128906,104.14990234375
5,5,103.80502319335938,102.85562133789062
6,6,103.21795654296875,104.46815490722656
7,7,103.18660736083984,102.4788589477539
8,8,102.42803192138672,102.56088256835938
9,9,102.11975860595703,101.57157135009766
10,10,101.65174865722656,104.83679962158203
11,11,101.45772552490234,101.7806625366211
12,12,101.05577087402344,101.79676818847656
13,13,100.56109619140625,101.03974914550781
14,14,100.18394470214844,105.89578247070312
15,15,99.95964050292969,101.58360290527344
16,16,99.46391296386719,102.45116424560547
17,17,99.10416412353516,100.00376892089844
18,18,98.67127227783203,100.08145141601562
19,19,98.36854553222656,100.41376495361328
20,20,98.14366912841797,101.07571411132812
21,21,97.80265045166016,101.3064193725586
22,22,97.48902130126953,101.00013732910156
23,23,97.14452362060547,100.43962097167969
24,24,96.81587982177734,99.67646026611328
25,25,96.53548431396484,99.03458404541016
26,26,96.18638610839844,99.4012451171875
27,27,96.07835388183594,101.6409683227539
28,28,95.70186614990234,100.01079559326172
29,29,95.36422729492188,100.6604232788086
30,30,95.0331039428711,100.55487823486328
31,31,94.86506652832031,99.52973937988281
32,32,94.79413604736328,101.03762817382812
33,33,94.3895263671875,99.95341491699219
34,34,94.0268783569336,103.53124237060547
35,35,93.92826080322266,100.4596939086914
36,36,93.72421264648438,99.68119049072266
37,37,93.42189025878906,99.68972778320312
38,38,93.28147888183594,101.94905853271484
39,39,93.17278289794922,99.11030578613281
40,40,92.72782897949219,99.77715301513672
41,41,92.3862533569336,99.58696746826172
42,42,92.1689224243164,99.31494903564453
43,43,92.20140075683594,99.16197204589844
44,44,91.73319244384766,99.51226043701172
45,45,91.69454956054688,100.93384552001953
46,46,91.41802978515625,99.96133422851562
47,47,91.21182250976562,99.16719055175781
48,48,91.01375579833984,99.40858459472656
49,49,90.74010467529297,100.92951202392578
50,50,90.564453125,99.26371765136719
51,51,90.22305297851562,99.78665924072266
52,52,90.07645416259766,99.02465057373047
53,53,89.8512191772461,100.7873764038086
54,54,89.8045654296875,99.3589859008789
55,55,89.57856750488281,100.02964782714844
56,56,89.31305694580078,99.6309585571289
57,57,89.17620849609375,98.62783813476562
58,58,89.14292907714844,99.30968475341797
59,59,88.69947052001953,99.31208801269531
60,60,88.7883529663086,99.65634155273438
61,61,88.60039520263672,100.51337432861328
62,62,88.31460571289062,99.66194915771484
63,63,88.29227447509766,99.52342224121094
64,64,88.10665130615234,100.37042999267578
65,65,87.9152603149414,99.45014953613281
66,66,87.72544860839844,100.87461853027344
67,67,87.60237121582031,99.58045196533203
68,68,87.53119659423828,99.41368865966797
69,69,87.38154602050781,99.88068389892578
70,70,87.05363464355469,99.82899475097656
71,71,87.12212371826172,100.58636474609375
72,72,86.98189544677734,99.12835693359375
73,73,86.73428344726562,99.6249771118164
74,74,86.62894439697266,99.6205062866211
75,75,86.54984283447266,100.57695007324219
76,76,86.31434631347656,100.02256774902344
77,77,86.2825927734375,99.0274887084961
78,78,86.15485382080078,99.6710433959961
79,79,85.9620132446289,99.71141052246094
80,80,85.98222351074219,100.15960693359375
81,81,85.7577896118164,99.74777221679688
82,82,85.4361801147461,100.82152557373047
83,83,85.7332763671875,100.66541290283203
84,84,85.14160919189453,100.27226257324219
85,85,85.2547836303711,98.69768524169922
86,86,85.20008087158203,99.48043060302734
87,87,84.89029693603516,100.2275390625
88,88,84.9110107421875,99.6910400390625
89,89,84.6527099609375,99.43168640136719
90,90,84.676513671875,100.43191528320312
91,91,84.59642791748047,99.47071838378906
92,92,84.3345947265625,99.11769104003906
93,93,84.29029083251953,99.04231262207031
94,94,84.0522689819336,100.55221557617188
95,95,83.99320983886719,98.99225616455078
96,96,83.88282775878906,99.69255828857422
97,97,83.70806884765625,101.18102264404297
98,98,83.71627044677734,101.23350524902344
99,99,83.37345886230469,100.32327270507812
100,100,83.4427719116211,100.06037139892578
101,101,83.25608825683594,100.14397430419922
102,102,83.22185516357422,100.17869567871094
103,103,82.94315338134766,101.61311340332031
104,104,83.06507110595703,100.18999481201172
105,105,82.76219940185547,100.41346740722656
106,106,82.82876586914062,99.28953552246094
107,107,82.6192855834961,100.0006332397461
