,epochs,loss,val_loss
0,0,112.4037857055664,117.04508209228516
1,1,109.63494110107422,108.68343353271484
2,2,108.63019561767578,106.23063659667969
3,3,107.68900299072266,106.6656265258789
4,4,106.64087677001953,106.04549407958984
5,5,106.13755798339844,103.47386932373047
6,6,105.92610931396484,105.6224594116211
7,7,105.67179107666016,109.04544830322266
8,8,105.37077331542969,109.73973846435547
9,9,105.05772399902344,104.64251708984375
10,10,105.01028442382812,103.93892669677734
11,11,104.62503051757812,104.22338104248047
12,12,104.60650634765625,106.33441925048828
13,13,104.25182342529297,103.51822662353516
14,14,104.29946899414062,103.28667449951172
15,15,104.05793762207031,103.2749252319336
16,16,103.70255279541016,106.53202819824219
17,17,103.61407470703125,103.45025634765625
18,18,103.46892547607422,102.01866149902344
19,19,103.39309692382812,102.43534088134766
20,20,103.27861022949219,103.63957214355469
21,21,103.12357330322266,101.74980926513672
22,22,103.00753021240234,102.68872833251953
23,23,102.84422302246094,102.60591125488281
24,24,102.57000732421875,101.40557861328125
25,25,102.36109924316406,102.36754608154297
26,26,102.19525146484375,101.14701843261719
27,27,102.02225494384766,102.43505859375
28,28,101.90200805664062,101.9203872680664
29,29,101.6553726196289,101.80940246582031
30,30,101.51932525634766,101.77925109863281
31,31,101.29185485839844,104.26911163330078
32,32,101.26010131835938,101.19054412841797
33,33,101.04907989501953,100.9478759765625
34,34,100.73477935791016,101.4983139038086
35,35,100.75198364257812,100.61571502685547
36,36,100.46223449707031,101.65943908691406
37,37,100.44681549072266,100.2291259765625
38,38,99.96808624267578,102.98748779296875
39,39,99.9780044555664,101.77058410644531
40,40,99.76351928710938,99.97061920166016
41,41,99.63607025146484,99.64837646484375
42,42,99.49916076660156,100.22512817382812
43,43,99.29306030273438,99.80204772949219
44,44,99.04185485839844,99.97440338134766
45,45,98.72077178955078,101.37925720214844
46,46,98.50807189941406,101.12602233886719
47,47,98.33756256103516,102.96510314941406
48,48,98.4146728515625,100.6112060546875
49,49,98.20452880859375,100.02567291259766
50,50,97.73439025878906,100.70271301269531
51,51,97.62802124023438,100.68794250488281
52,52,97.4596939086914,99.60760498046875
53,53,97.27251434326172,100.21585845947266
54,54,97.17015838623047,98.54425811767578
55,55,96.82528686523438,99.29520416259766
56,56,96.55276489257812,100.37657165527344
57,57,96.53703308105469,99.83802032470703
58,58,96.19268035888672,99.00692749023438
59,59,96.15392303466797,100.5389633178711
60,60,95.88455963134766,99.39228057861328
61,61,95.96508026123047,99.04006958007812
62,62,95.58052062988281,100.37393188476562
63,63,95.49656677246094,98.15744018554688
64,64,95.14798736572266,97.99266052246094
65,65,94.95931243896484,101.0218734741211
66,66,94.86370086669922,99.02816009521484
67,67,94.65184783935547,106.13421630859375
68,68,94.51773071289062,98.84783172607422
69,69,94.41107940673828,100.58290100097656
70,70,94.1190185546875,99.22386932373047
71,71,94.21184539794922,98.74040985107422
72,72,93.7189712524414,99.2750015258789
73,73,93.6245346069336,103.48654174804688
74,74,93.46908569335938,99.040283203125
75,75,93.16458129882812,100.20384979248047
76,76,93.02142333984375,99.37018585205078
77,77,92.95772552490234,98.63818359375
78,78,92.79672241210938,100.15802764892578
79,79,92.70602416992188,98.54637908935547
80,80,92.46968078613281,98.93275451660156
81,81,92.27725219726562,98.32600402832031
82,82,92.26913452148438,98.54759216308594
83,83,92.10189819335938,98.52867126464844
84,84,91.85668182373047,100.55475616455078
85,85,91.54216003417969,98.1737060546875
86,86,91.6072006225586,98.57733917236328
87,87,91.46878814697266,102.27081298828125
88,88,91.24015045166016,98.4289779663086
89,89,91.00663757324219,99.65076446533203
90,90,90.85263061523438,99.47154998779297
91,91,90.82097625732422,98.4153823852539
92,92,90.64620208740234,97.978759765625
93,93,90.339111328125,98.96382904052734
94,94,90.1964340209961,98.24651336669922
95,95,90.23950958251953,98.57280731201172
96,96,90.0362548828125,102.96273803710938
97,97,90.18360137939453,98.00822448730469
98,98,89.68750762939453,98.26296997070312
99,99,89.57827758789062,101.34207153320312
100,100,89.34280395507812,99.71459197998047
101,101,89.27332305908203,99.04747772216797
102,102,89.26771545410156,98.6703872680664
103,103,88.95198059082031,99.68587493896484
104,104,89.0300064086914,98.60540008544922
105,105,88.862060546875,101.07089233398438
106,106,88.86415100097656,99.54505920410156
107,107,88.56755828857422,101.22132110595703
108,108,88.65067291259766,98.47217559814453
109,109,88.34336853027344,99.77465057373047
110,110,88.258544921875,98.96784973144531
111,111,88.19918823242188,99.38018035888672
112,112,87.9515151977539,100.900146484375
113,113,87.8144302368164,102.24125671386719
114,114,87.67430114746094,98.93450164794922
115,115,87.43030548095703,98.872314453125
116,116,87.58717346191406,98.85803985595703
117,117,87.41344451904297,99.60677337646484
118,118,87.15998840332031,98.5892105102539
119,119,87.0268783569336,98.44740295410156
120,120,87.18547058105469,99.0972671508789
121,121,87.11627197265625,99.14305114746094
122,122,86.65319061279297,100.44702911376953
123,123,86.71072387695312,99.21529388427734
124,124,86.72190856933594,102.0901107788086
125,125,86.4343032836914,99.13967895507812
126,126,86.2376480102539,99.35441589355469
127,127,86.44403076171875,99.54500579833984
128,128,86.17471313476562,101.24337005615234
129,129,85.96597290039062,98.8037338256836
130,130,86.08939361572266,99.69458770751953
131,131,85.97537994384766,101.2315673828125
132,132,85.91216278076172,98.94915771484375
133,133,85.53810119628906,100.86715698242188
134,134,85.50111389160156,98.34300994873047
135,135,85.42291259765625,99.27975463867188
136,136,85.39449310302734,98.92938995361328
137,137,85.12910461425781,97.99527740478516
138,138,85.17240905761719,98.81401824951172
139,139,84.98281860351562,98.30126953125
140,140,84.9690933227539,100.10896301269531
141,141,85.09309387207031,98.51164245605469
142,142,84.9494400024414,99.7502670288086
