Datetime,Generated power_1379 (kW),Ambient temperature_1380 (degree C),Irradiance_1381 (W/m2),PV module temperature_1382 (C)
2022-10-23 00:00:00,0.0000000000,34.0000000000,0.0000000000,20.8083300000
2022-10-23 00:15:00,0.0000000000,35.0000000000,0.0000000000,20.5083300000
2022-10-23 00:30:00,0.0000000000,35.0000000000,0.0000000000,20.4333300000
2022-10-23 00:45:00,0.0000000000,35.0000000000,0.0000000000,20.6250000000
2022-10-23 01:00:00,0.0000000000,35.0000000000,0.0000000000,20.7833300000
2022-10-23 01:15:00,0.0000000000,35.0000000000,0.0000000000,20.8083300000
2022-10-23 01:30:00,0.0000000000,34.0000000000,0.0000000000,20.8000000000
2022-10-23 01:45:00,0.0000000000,34.0000000000,0.0000000000,20.8083300000
2022-10-23 02:00:00,0.0000000000,34.0000000000,0.0000000000,20.9000000000
2022-10-23 02:15:00,0.0000000000,35.0000000000,0.0000000000,20.9416700000
2022-10-23 02:30:00,0.0000000000,35.0000000000,0.0000000000,21.0166700000
2022-10-23 02:45:00,0.0000000000,34.0000000000,0.0000000000,20.9416700000
2022-10-23 03:00:00,0.0000000000,34.0000000000,0.0000000000,20.7833300000
2022-10-23 03:15:00,0.0000000000,35.0000000000,0.0000000000,20.7000000000
2022-10-23 03:30:00,0.0000000000,34.0000000000,0.0000000000,20.7000000000
2022-10-23 03:45:00,0.0000000000,34.0000000000,0.0000000000,20.6583300000
2022-10-23 04:00:00,0.0000000000,34.0000000000,0.0000000000,20.3916700000
2022-10-23 04:15:00,0.0000000000,34.0000000000,0.0000000000,19.8916700000
2022-10-23 04:30:00,0.0000000000,34.0000000000,0.0000000000,19.8416700000
2022-10-23 04:45:00,0.0000000000,34.0000000000,0.0000000000,20.3416700000
2022-10-23 05:00:00,0.0000000000,34.0000000000,0.0000000000,20.5000000000
2022-10-23 05:15:00,0.0000000000,34.0000000000,0.0000000000,20.6000000000
2022-10-23 05:30:00,0.0000000000,34.0000000000,0.0000000000,20.6000000000
2022-10-23 05:45:00,0.0000000000,33.0000000000,0.0983815000,20.5416700000
2022-10-23 06:00:00,1.2000000000,34.0000000000,4.1320240000,20.3833300000
2022-10-23 06:15:00,4.4000000000,34.0000000000,13.0847400000,20.2000000000
2022-10-23 06:30:00,9.2000000000,34.0000000000,25.0217000000,19.9666700000
2022-10-23 06:45:00,14.8000000000,34.0000000000,40.2708400000,20.0750000000
2022-10-23 07:00:00,24.4000000000,34.0000000000,64.3415100000,20.9500000000
2022-10-23 07:15:00,44.0000000000,35.0000000000,110.1217000000,22.6666700000
2022-10-23 07:30:00,65.2000000000,34.0000000000,164.6251000000,25.0583300000
2022-10-23 07:45:00,87.6000000000,35.0000000000,220.9649000000,28.3833300000
2022-10-23 08:00:00,99.2000000000,36.0000000000,259.2025000000,33.2583400000
2022-10-23 08:15:00,129.2000000000,37.0000000000,343.1875000000,37.1916700000
2022-10-23 08:30:00,144.4000000000,37.0000000000,419.2693000000,42.6166600000
2022-10-23 08:45:00,105.2000000000,38.0000000000,285.1752000000,42.7500000000
2022-10-23 09:00:00,162.0000000000,39.0000000000,415.6291000000,43.1500000000
2022-10-23 09:15:00,284.4000000000,39.0000000000,742.4525000000,51.4500000000
2022-10-23 09:30:00,268.8000000000,40.0000000000,747.5356000000,58.5916700000
2022-10-23 09:45:00,198.8000000000,40.0000000000,543.8203000000,59.1083300000
2022-10-23 10:00:00,263.2000000000,42.0000000000,669.6830000000,56.9250000000
2022-10-23 10:15:00,283.2000000000,43.0000000000,794.4307000000,60.6833300000
2022-10-23 10:30:00,290.4000000000,43.0000000000,824.4043000000,63.8833400000
2022-10-23 10:45:00,294.4000000000,43.0000000000,830.9959000000,64.2000000000
2022-10-23 11:00:00,299.2000000000,44.0000000000,841.7851000000,64.6583300000
2022-10-23 11:15:00,301.6000000000,44.0000000000,851.1313000000,65.2500000000
2022-10-23 11:30:00,304.0000000000,44.0000000000,853.0989000000,64.3666700000
2022-10-23 11:45:00,305.2000000000,44.0000000000,854.8698000000,63.9750000000
2022-10-23 12:00:00,303.2000000000,45.0000000000,851.5576000000,63.6833300000
2022-10-23 12:15:00,297.6000000000,45.0000000000,836.6693000000,64.2416700000
2022-10-23 12:30:00,298.0000000000,45.0000000000,832.5700000000,64.4166600000
2022-10-23 12:45:00,289.6000000000,46.0000000000,814.1399000000,63.5333300000
2022-10-23 13:00:00,282.0000000000,45.0000000000,793.6765000000,63.5500000000
2022-10-23 13:15:00,274.0000000000,45.0000000000,764.4900000000,62.8666600000
2022-10-23 13:30:00,263.6000000000,45.0000000000,730.3845000000,61.4333300000
2022-10-23 13:45:00,249.2000000000,46.0000000000,686.5062000000,61.0416700000
2022-10-23 14:00:00,238.8000000000,46.0000000000,652.4990000000,59.2833300000
