Datetime,Generated power_50 (kW),Ambient temperature_68 (degree C),Irradiance_86 (W/m2),PV module temperature_269 (C)
2023-02-06 00:00:00,0.0000000000,35.0000000000,0.0000000000,23.5933300000
2023-02-06 00:15:00,0.0000000000,35.0000000000,0.0000000000,23.0100000000
2023-02-06 00:30:00,0.0000000000,35.0000000000,0.0000000000,22.8000000000
2023-02-06 00:45:00,0.0000000000,35.0000000000,0.0000000000,22.7266700000
2023-02-06 01:00:00,0.0000000000,35.0000000000,0.0000000000,22.5500000000
2023-02-06 01:15:00,0.0000000000,35.0000000000,0.0000000000,22.4366700000
2023-02-06 01:30:00,0.0000000000,35.0000000000,0.0000000000,21.9633300000
2023-02-06 01:45:00,0.0000000000,35.0000000000,0.0000000000,21.8166700000
2023-02-06 02:00:00,0.0000000000,35.0000000000,0.0000000000,21.7400000000
2023-02-06 02:15:00,0.0000000000,35.0000000000,0.0000000000,21.2766700000
2023-02-06 02:30:00,0.0000000000,35.0000000000,0.0000000000,20.6000000000
2023-02-06 02:45:00,0.0000000000,34.0000000000,0.0000000000,20.6300000000
2023-02-06 03:00:00,0.0000000000,35.0000000000,0.0000000000,20.6833300000
2023-02-06 03:15:00,0.0000000000,34.0000000000,0.0000000000,21.3533300000
2023-02-06 03:30:00,0.0000000000,34.0000000000,0.0000000000,21.4766700000
2023-02-06 03:45:00,0.0000000000,34.0000000000,0.0000000000,21.5300000000
2023-02-06 04:00:00,0.0000000000,34.0000000000,0.0000000000,21.9900000000
2023-02-06 04:15:00,0.0000000000,34.0000000000,0.0000000000,22.2000000000
2023-02-06 04:30:00,0.0000000000,34.0000000000,0.0000000000,22.1100000000
2023-02-06 04:45:00,0.0000000000,34.0000000000,0.0000000000,22.1000000000
2023-02-06 05:00:00,0.0000000000,34.0000000000,0.0000000000,22.0833300000
2023-02-06 05:15:00,0.0000000000,34.0000000000,0.0000000000,21.9333300000
2023-02-06 05:30:00,0.0000000000,34.0000000000,0.0000000000,21.7366700000
2023-02-06 05:45:00,0.0000000000,34.0000000000,0.0000000000,21.7100000000
2023-02-06 06:00:00,0.0000000000,34.0000000000,0.0000000000,21.7966700000
2023-02-06 06:15:00,0.0000000000,34.0000000000,0.0000000000,21.5666700000
2023-02-06 06:30:00,1.2000000000,34.0000000000,2.0322730000,21.1566700000
2023-02-06 06:45:00,9.2000000000,34.0000000000,15.9562500000,21.4300000000
2023-02-06 07:00:00,20.8000000000,34.0000000000,34.9086400000,21.9800000000
2023-02-06 07:15:00,35.6000000000,34.0000000000,64.7191800000,22.7966700000
2023-02-06 07:30:00,50.4000000000,34.0000000000,87.7709700000,24.0500000000
2023-02-06 07:45:00,88.4000000000,34.0000000000,153.2566000000,26.3000000000
2023-02-06 08:00:00,124.4000000000,35.0000000000,221.1113000000,30.4300000000
2023-02-06 08:15:00,156.0000000000,36.0000000000,273.7297000000,34.0766700000
2023-02-06 08:30:00,192.4000000000,37.0000000000,337.2180000000,37.8233300000
2023-02-06 08:45:00,221.2000000000,38.0000000000,385.9229000000,40.8166700000
2023-02-06 09:00:00,236.0000000000,38.0000000000,416.8831000000,43.3700000000
2023-02-06 09:15:00,284.0000000000,39.0000000000,485.2952000000,45.1666700000
2023-02-06 09:30:00,316.0000000000,40.0000000000,551.8840000000,47.6400000000
2023-02-06 09:45:00,340.0000000000,41.0000000000,594.2018000000,50.6066700000
2023-02-06 10:00:00,368.0000000000,41.0000000000,640.0499000000,53.0233300000
2023-02-06 10:15:00,388.0000000000,42.0000000000,681.7521000000,56.0233300000
2023-02-06 10:30:00,396.0000000000,42.0000000000,698.3239000000,57.9200000000
2023-02-06 10:45:00,420.0000000000,42.0000000000,731.8738000000,57.5200000000
2023-02-06 11:00:00,440.0000000000,43.0000000000,779.9283000000,59.6733300000
2023-02-06 11:15:00,468.0000000000,43.0000000000,827.4138000000,60.4766700000
2023-02-06 11:30:00,484.0000000000,43.0000000000,868.3380000000,62.3100000000
2023-02-06 11:45:00,424.0000000000,44.0000000000,771.0095000000,63.8666600000
2023-02-06 12:00:00,448.0000000000,44.0000000000,795.9891000000,61.6066700000
2023-02-06 12:15:00,472.0000000000,44.0000000000,852.6372000000,64.8433300000
2023-02-06 12:30:00,476.0000000000,44.0000000000,869.1160000000,63.3133300000
2023-02-06 12:45:00,348.0000000000,44.0000000000,632.4550000000,62.4566700000
2023-02-06 13:00:00,352.0000000000,45.0000000000,585.0043000000,57.3700000000
2023-02-06 13:15:00,472.0000000000,45.0000000000,822.9312000000,59.3366700000
2023-02-06 13:30:00,460.0000000000,45.0000000000,808.8098000000,58.1633300000
2023-02-06 13:45:00,280.0000000000,45.0000000000,520.6219000000,59.4500000000
2023-02-06 14:00:00,268.0000000000,45.0000000000,449.4459000000,51.9033300000
2023-02-06 14:15:00,432.0000000000,45.0000000000,739.0854000000,57.7500000000
2023-02-06 14:30:00,392.0000000000,45.0000000000,682.6927000000,59.9333300000
2023-02-06 14:45:00,264.0000000000,45.0000000000,465.6460000000,58.4333300000
2023-02-06 15:00:00,240.0000000000,45.0000000000,415.6172000000,51.4333300000
2023-02-06 15:15:00,76.0000000000,44.0000000000,130.7855000000,43.9200000000
2023-02-06 15:30:00,60.0000000000,44.0000000000,99.3026700000,38.1633300000
2023-02-06 15:45:00,68.0000000000,43.0000000000,114.4576000000,36.1900000000
2023-02-06 16:00:00,72.0000000000,43.0000000000,124.2822000000,34.1433300000
2023-02-06 16:15:00,60.0000000000,42.0000000000,107.7801000000,34.8200000000
2023-02-06 16:30:00,72.0000000000,42.0000000000,128.4861000000,33.9633300000
2023-02-06 16:45:00,84.0000000000,42.0000000000,160.6425000000,33.3566700000
2023-02-06 17:00:00,72.0000000000,42.0000000000,144.2565000000,33.2366700000
2023-02-06 17:15:00,36.0000000000,42.0000000000,81.6857600000,32.3766700000
2023-02-06 17:30:00,24.0000000000,42.0000000000,36.6505900000,31.0333300000
2023-02-06 17:45:00,8.0000000000,41.0000000000,15.3988200000,29.5500000000
2023-02-06 18:00:00,0.0000000000,41.0000000000,1.1729120000,27.9866700000
2023-02-06 18:15:00,0.0000000000,39.0000000000,0.0000000000,26.6033300000
2023-02-06 18:30:00,0.0000000000,42.0000000000,0.0000000000,25.7600000000
2023-02-06 18:45:00,0.0000000000,41.0000000000,0.0000000000,25.3466700000
2023-02-06 19:00:00,0.0000000000,40.0000000000,0.0000000000,24.8266700000
2023-02-06 19:15:00,0.0000000000,40.0000000000,0.0000000000,25.0666700000
2023-02-06 19:30:00,0.0000000000,40.0000000000,0.0000000000,25.8000000000
2023-02-06 19:45:00,0.0000000000,40.0000000000,0.0000000000,25.4100000000
2023-02-06 20:00:00,0.0000000000,39.0000000000,0.0000000000,24.3866700000
2023-02-06 20:15:00,0.0000000000,39.0000000000,0.0000000000,23.3766700000
2023-02-06 20:30:00,0.0000000000,39.0000000000,0.0000000000,22.9233300000
2023-02-06 20:45:00,0.0000000000,38.0000000000,0.0000000000,22.7733300000
2023-02-06 21:00:00,0.0000000000,38.0000000000,0.0000000000,22.3933300000
2023-02-06 21:15:00,0.0000000000,38.0000000000,0.0000000000,22.3466700000
2023-02-06 21:30:00,0.0000000000,38.0000000000,0.0000000000,22.6233300000
2023-02-06 21:45:00,0.0000000000,38.0000000000,0.0000000000,22.4333300000
2023-02-06 22:00:00,0.0000000000,37.0000000000,0.0000000000,23.2200000000
2023-02-06 22:15:00,0.0000000000,37.0000000000,0.0000000000,23.9100000000
2023-02-06 22:30:00,0.0000000000,37.0000000000,0.0000000000,25.1666700000
2023-02-06 22:45:00,0.0000000000,38.0000000000,0.0000000000,25.4366700000
2023-02-06 23:00:00,0.0000000000,37.0000000000,0.0000000000,25.3533300000
2023-02-06 23:15:00,0.0000000000,37.0000000000,0.0000000000,25.2000000000
2023-02-06 23:30:00,0.0000000000,37.0000000000,0.0000000000,25.2633300000
2023-02-06 23:45:00,0.0000000000,38.0000000000,0.0000000000,25.1633300000
2023-02-07 00:00:00,0.0000000000,37.0000000000,0.0000000000,24.3800000000
2023-02-07 00:15:00,0.0000000000,37.0000000000,0.0000000000,23.9966700000
2023-02-07 00:30:00,0.0000000000,37.0000000000,0.0000000000,24.2900000000
2023-02-07 00:45:00,0.0000000000,36.0000000000,0.0000000000,24.1266700000
2023-02-07 01:00:00,0.0000000000,36.0000000000,0.0000000000,24.1800000000
2023-02-07 01:15:00,0.0000000000,36.0000000000,0.0000000000,23.9900000000
2023-02-07 01:30:00,0.0000000000,36.0000000000,0.0000000000,23.8000000000
2023-02-07 01:45:00,0.0000000000,36.0000000000,0.0000000000,23.9700000000
