Datetime,Generated power_1391 (kW),Ambient temperature_1392 (degree C),Irradiance_1393 (W/m2),PV module temperature_1394 (C)
2022-09-23 00:00:00,0.0000000000,37.0000000000,0.0000000000,25.2000000000
2022-09-23 00:15:00,0.0000000000,38.0000000000,0.0000000000,25.0833300000
2022-09-23 00:30:00,0.0000000000,37.0000000000,0.0000000000,24.8666700000
2022-09-23 00:45:00,0.0000000000,37.0000000000,0.0000000000,24.6333300000
2022-09-23 01:00:00,0.0000000000,38.0000000000,0.0000000000,24.2166700000
2022-09-23 01:15:00,0.0000000000,37.0000000000,0.0000000000,24.0500000000
2022-09-23 01:30:00,0.0000000000,37.0000000000,0.0000000000,24.0000000000
2022-09-23 01:45:00,0.0000000000,36.0000000000,0.0000000000,24.0166700000
2022-09-23 02:00:00,0.0000000000,36.0000000000,0.0000000000,23.8333300000
2022-09-23 02:15:00,0.0000000000,36.0000000000,0.0000000000,23.0833300000
2022-09-23 02:30:00,0.0000000000,36.0000000000,0.0000000000,22.7166700000
2022-09-23 02:45:00,0.0000000000,36.0000000000,0.0000000000,23.1166700000
2022-09-23 03:00:00,0.0000000000,36.0000000000,0.0000000000,23.7833300000
2022-09-23 03:15:00,0.0000000000,36.0000000000,0.0000000000,23.8500000000
2022-09-23 03:30:00,0.0000000000,36.0000000000,0.0000000000,23.8000000000
2022-09-23 03:45:00,0.0000000000,36.0000000000,0.0000000000,23.7833300000
2022-09-23 04:00:00,0.0000000000,36.0000000000,0.0000000000,23.6166700000
2022-09-23 04:15:00,0.0000000000,36.0000000000,0.0000000000,23.6000000000
2022-09-23 04:30:00,0.0000000000,36.0000000000,0.0000000000,23.4500000000
2022-09-23 04:45:00,0.0000000000,36.0000000000,0.0000000000,23.2833300000
2022-09-23 05:00:00,0.0000000000,36.0000000000,0.0000000000,23.2000000000
2022-09-23 05:15:00,0.0000000000,36.0000000000,0.0000000000,23.3000000000
2022-09-23 05:30:00,0.0000000000,36.0000000000,0.0000000000,23.4000000000
2022-09-23 05:45:00,0.0000000000,36.0000000000,0.0000000000,23.4166700000
2022-09-23 06:00:00,0.8000000000,36.0000000000,0.9658933000,23.5666700000
2022-09-23 06:15:00,8.0000000000,35.0000000000,8.7896300000,23.8000000000
2022-09-23 06:30:00,22.4000000000,36.0000000000,25.5961700000,24.1333300000
2022-09-23 06:45:00,38.4000000000,36.0000000000,45.3969900000,24.5666700000
2022-09-23 07:00:00,46.8000000000,36.0000000000,56.6013500000,25.2333300000
2022-09-23 07:15:00,58.4000000000,36.0000000000,67.1295900000,25.7500000000
2022-09-23 07:30:00,74.0000000000,36.0000000000,88.0894700000,26.6333300000
2022-09-23 07:45:00,94.4000000000,37.0000000000,106.3448000000,28.1333300000
2022-09-23 08:00:00,146.0000000000,37.0000000000,164.4916000000,29.8333300000
2022-09-23 08:15:00,150.0000000000,37.0000000000,188.0594000000,32.1666700000
2022-09-23 08:30:00,139.6000000000,38.0000000000,169.6109000000,33.4333300000
2022-09-23 08:45:00,144.0000000000,38.0000000000,174.8267000000,33.8666600000
2022-09-23 09:00:00,220.0000000000,39.0000000000,268.1320000000,35.4833300000
2022-09-23 09:15:00,212.0000000000,39.0000000000,249.5868000000,37.3666600000
2022-09-23 09:30:00,248.0000000000,39.0000000000,299.2338000000,38.7833300000
2022-09-23 09:45:00,360.0000000000,39.0000000000,410.7944000000,40.8000000000
2022-09-23 10:00:00,304.0000000000,40.0000000000,426.3453000000,44.6333400000
2022-09-23 10:15:00,420.0000000000,41.0000000000,462.7595000000,45.0500000000
2022-09-23 10:30:00,432.0000000000,41.0000000000,605.0356000000,49.4166700000
2022-09-23 10:45:00,612.0000000000,42.0000000000,744.8004000000,51.4500000000
2022-09-23 11:00:00,236.0000000000,42.0000000000,456.7709000000,53.8333300000
2022-09-23 11:15:00,168.0000000000,42.0000000000,196.2695000000,44.0500000000
2022-09-23 11:30:00,504.0000000000,42.0000000000,516.4632000000,40.7333300000
2022-09-23 11:45:00,632.0000000000,42.0000000000,888.5253000000,50.7833300000
2022-09-23 12:00:00,720.0000000000,42.0000000000,1016.0230000000,60.7000000000
2022-09-23 12:15:00,300.0000000000,42.0000000000,577.3144000000,61.1500000000
2022-09-23 12:30:00,136.0000000000,42.0000000000,170.8665000000,45.0500000000
2022-09-23 12:45:00,136.0000000000,42.0000000000,159.0826000000,34.3000000000
2022-09-23 13:00:00,248.0000000000,42.0000000000,275.8591000000,30.4166700000
2022-09-23 13:15:00,320.0000000000,41.0000000000,368.4883000000,31.7000000000
2022-09-23 13:30:00,544.0000000000,42.0000000000,580.1156000000,38.8333300000
2022-09-23 13:45:00,652.0000000000,42.0000000000,927.9338000000,54.0333300000
2022-09-23 14:00:00,552.0000000000,42.0000000000,775.1294000000,59.9500000000
2022-09-23 14:15:00,608.0000000000,42.0000000000,823.3275000000,60.0333300000
2022-09-23 14:30:00,408.0000000000,42.0000000000,657.0006000000,60.8500000000
2022-09-23 14:45:00,452.0000000000,42.0000000000,533.4629000000,52.9000000000
2022-09-23 15:00:00,228.0000000000,42.0000000000,387.4198000000,52.2666700000
2022-09-23 15:15:00,168.0000000000,42.0000000000,212.3034000000,45.2000000000
2022-09-23 15:30:00,176.0000000000,42.0000000000,215.6840000000,41.1166600000
2022-09-23 15:45:00,188.0000000000,42.0000000000,234.1326000000,40.1333400000
2022-09-23 16:00:00,100.0000000000,42.0000000000,143.4352000000,38.5333300000
2022-09-23 16:15:00,100.0000000000,42.0000000000,128.0775000000,34.2000000000
2022-09-23 16:30:00,80.0000000000,42.0000000000,105.9585000000,32.3166700000
2022-09-23 16:45:00,32.0000000000,42.0000000000,50.5162200000,30.6000000000
2022-09-23 17:00:00,16.0000000000,42.0000000000,26.3688900000,26.8166700000
2022-09-23 17:15:00,20.0000000000,40.0000000000,21.7326000000,24.7166700000
2022-09-23 17:30:00,12.0000000000,39.0000000000,18.5451500000,24.1666700000
2022-09-23 17:45:00,4.0000000000,39.0000000000,8.8862180000,24.6000000000
2022-09-23 18:00:00,0.0000000000,38.0000000000,2.2215550000,24.8000000000
2022-09-23 18:15:00,0.0000000000,38.0000000000,0.0000000000,24.8166700000
2022-09-23 18:30:00,0.0000000000,38.0000000000,0.0000000000,24.9000000000
2022-09-23 18:45:00,0.0000000000,38.0000000000,0.0000000000,25.1000000000
2022-09-23 19:00:00,0.0000000000,38.0000000000,0.0000000000,24.9833300000
2022-09-23 19:15:00,0.0000000000,37.0000000000,0.0000000000,25.0000000000
2022-09-23 19:30:00,0.0000000000,38.0000000000,0.0000000000,25.1000000000
2022-09-23 19:45:00,0.0000000000,38.0000000000,0.0000000000,25.2166700000
2022-09-23 20:00:00,0.0000000000,38.0000000000,0.0000000000,25.4500000000
2022-09-23 20:15:00,0.0000000000,38.0000000000,0.0000000000,25.6666700000
2022-09-23 20:30:00,0.0000000000,38.0000000000,0.0000000000,25.5666700000
2022-09-23 20:45:00,0.0000000000,38.0000000000,0.0000000000,25.6000000000
2022-09-23 21:00:00,0.0000000000,38.0000000000,0.0000000000,25.6833300000
2022-09-23 21:15:00,0.0000000000,38.0000000000,0.0000000000,25.6333300000
2022-09-23 21:30:00,0.0000000000,37.0000000000,0.0000000000,25.7166700000
2022-09-23 21:45:00,0.0000000000,38.0000000000,0.0000000000,25.6666700000
2022-09-23 22:00:00,0.0000000000,38.0000000000,0.0000000000,25.3333300000
2022-09-23 22:15:00,0.0000000000,37.0000000000,0.0000000000,24.7500000000
2022-09-23 22:30:00,0.0000000000,37.0000000000,0.0000000000,23.9500000000
2022-09-23 22:45:00,0.0000000000,37.0000000000,0.0000000000,23.9500000000
2022-09-23 23:00:00,0.0000000000,37.0000000000,0.0000000000,24.1333300000
2022-09-23 23:15:00,0.0000000000,36.0000000000,0.0000000000,24.4000000000
2022-09-23 23:30:00,0.0000000000,37.0000000000,0.0000000000,24.5833300000
2022-09-23 23:45:00,0.0000000000,37.0000000000,0.0000000000,24.5166700000
2022-09-24 00:00:00,0.0000000000,37.0000000000,0.0000000000,24.4833300000
2022-09-24 00:15:00,0.0000000000,37.0000000000,0.0000000000,24.4833300000
2022-09-24 00:30:00,0.0000000000,37.0000000000,0.0000000000,24.5000000000
2022-09-24 00:45:00,0.0000000000,36.0000000000,0.0000000000,24.5500000000
2022-09-24 01:00:00,0.0000000000,36.0000000000,0.0000000000,24.6000000000
2022-09-24 01:15:00,0.0000000000,37.0000000000,0.0000000000,24.5000000000
2022-09-24 01:30:00,0.0000000000,36.0000000000,0.0000000000,24.2666700000
2022-09-24 01:45:00,0.0000000000,37.0000000000,0.0000000000,24.4333300000
2022-09-24 02:00:00,0.0000000000,36.0000000000,0.0000000000,24.5833300000
2022-09-24 02:15:00,0.0000000000,37.0000000000,0.0000000000,24.4000000000
2022-09-24 02:30:00,0.0000000000,36.0000000000,0.0000000000,24.3500000000
2022-09-24 02:45:00,0.0000000000,37.0000000000,0.0000000000,24.3166700000
2022-09-24 03:00:00,0.0000000000,36.0000000000,0.0000000000,24.3500000000
2022-09-24 03:15:00,0.0000000000,36.0000000000,0.0000000000,24.4000000000
2022-09-24 03:30:00,0.0000000000,37.0000000000,0.0000000000,24.3833300000
2022-09-24 03:45:00,0.0000000000,36.0000000000,0.0000000000,24.2833300000
2022-09-24 04:00:00,0.0000000000,36.0000000000,0.0000000000,24.1500000000
