Datetime,Generated power_1373 (kW),Ambient temperature_1374 (degree C),Irradiance_1375 (W/m2),PV module temperature_1376 (C)
2022-09-23 00:00:00,0.0000000000,35.0000000000,0.0000000000,22.1583300000
2022-09-23 00:15:00,0.0000000000,35.0000000000,0.0000000000,22.6750000000
2022-09-23 00:30:00,0.0000000000,35.0000000000,0.0000000000,23.3666700000
2022-09-23 00:45:00,0.0000000000,35.0000000000,0.0000000000,23.4166700000
2022-09-23 01:00:00,0.0000000000,36.0000000000,0.0000000000,23.1250000000
2022-09-23 01:15:00,0.0000000000,35.0000000000,0.0000000000,23.0583300000
2022-09-23 01:30:00,0.0000000000,35.0000000000,0.0000000000,23.2416700000
2022-09-23 01:45:00,0.0000000000,35.0000000000,0.0000000000,23.3000000000
2022-09-23 02:00:00,0.0000000000,35.0000000000,0.0000000000,23.5666700000
2022-09-23 02:15:00,0.0000000000,35.0000000000,0.0000000000,23.6000000000
2022-09-23 02:30:00,0.0000000000,35.0000000000,0.0000000000,23.6000000000
2022-09-23 02:45:00,0.0000000000,35.0000000000,0.0000000000,23.5583300000
2022-09-23 03:00:00,0.0000000000,35.0000000000,0.0000000000,23.4166700000
2022-09-23 03:15:00,0.0000000000,35.0000000000,0.0000000000,23.1916700000
2022-09-23 03:30:00,0.0000000000,35.0000000000,0.0000000000,22.7583300000
2022-09-23 03:45:00,0.0000000000,35.0000000000,0.0000000000,22.5000000000
2022-09-23 04:00:00,0.0000000000,35.0000000000,0.0000000000,22.3666700000
2022-09-23 04:15:00,0.0000000000,35.0000000000,0.0000000000,22.4166700000
2022-09-23 04:30:00,0.0000000000,35.0000000000,0.0000000000,22.9500000000
2022-09-23 04:45:00,0.0000000000,35.0000000000,0.0000000000,23.3083300000
2022-09-23 05:00:00,0.0000000000,35.0000000000,0.0000000000,23.5000000000
2022-09-23 05:15:00,0.0000000000,35.0000000000,0.0000000000,23.2416700000
2022-09-23 05:30:00,0.0000000000,34.0000000000,0.0000000000,23.1666700000
2022-09-23 05:45:00,0.0000000000,35.0000000000,0.0000000000,23.1916700000
2022-09-23 06:00:00,4.4000000000,35.0000000000,6.8953060000,23.2083300000
2022-09-23 06:15:00,16.8000000000,35.0000000000,24.2145000000,23.5250000000
2022-09-23 06:30:00,29.2000000000,35.0000000000,41.6631800000,24.2833300000
2022-09-23 06:45:00,64.0000000000,35.0000000000,86.7254600000,25.0250000000
2022-09-23 07:00:00,80.0000000000,35.0000000000,111.4903000000,25.6416700000
2022-09-23 07:15:00,105.2000000000,35.0000000000,146.0963000000,26.5666700000
2022-09-23 07:30:00,180.8000000000,35.0000000000,238.8106000000,28.3750000000
2022-09-23 07:45:00,210.0000000000,36.0000000000,294.6853000000,32.2416600000
2022-09-23 08:00:00,149.6000000000,36.0000000000,215.3083000000,33.8750000000
2022-09-23 08:15:00,163.2000000000,38.0000000000,231.3327000000,33.7583400000
2022-09-23 08:30:00,154.4000000000,38.0000000000,219.4844000000,33.8416700000
2022-09-23 08:45:00,186.8000000000,36.0000000000,256.2270000000,33.9000000000
2022-09-23 09:00:00,184.0000000000,38.0000000000,268.5284000000,34.4000000000
2022-09-23 09:15:00,244.0000000000,37.0000000000,337.3844000000,34.4916600000
2022-09-23 09:30:00,252.0000000000,37.0000000000,368.2675000000,36.0750000000
2022-09-23 09:45:00,228.0000000000,37.0000000000,327.1871000000,36.1500000000
2022-09-23 10:00:00,244.0000000000,37.0000000000,341.9165000000,36.0500000000
2022-09-23 10:15:00,272.0000000000,37.0000000000,382.5438000000,37.6333400000
2022-09-23 10:30:00,268.0000000000,38.0000000000,376.1340000000,38.3916700000
2022-09-23 10:45:00,348.0000000000,38.0000000000,498.4043000000,39.1500000000
2022-09-23 11:00:00,528.0000000000,38.0000000000,811.8979000000,44.8750000000
2022-09-23 11:15:00,492.0000000000,39.0000000000,771.7562000000,50.4916600000
