,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
35,73.18849611282349,1.583675633240108,0.5069790363311768,0.030550367427734385,0.4,8,7,100,1,"{'colsample_bytree': 0.4, 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-111.44664187003835,-106.66591399793597,-106.06305209749237,-105.99929936660217,-103.84040546103333,-106.80306255862044,2.512075889714795,14
36,77.6380307674408,2.1980699221533926,0.5173120975494385,0.013541720081623578,0.4,8,9,100,0.8,"{'colsample_bytree': 0.4, 'max_depth': 8, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 0.8}",-112.22043715270303,-107.18350545561462,-106.96856319008654,-106.88482712697405,-105.22048741751719,-107.6955640685791,2.368480928569373,66
37,72.75334944725037,0.5963800602785273,0.5013722896575927,0.01854403702222234,0.4,8,9,100,1,"{'colsample_bytree': 0.4, 'max_depth': 8, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 1}",-111.3831138520198,-106.83083780936089,-106.27370984583402,-106.38170966291597,-104.4119703901075,-107.05626831204764,2.3165556268933636,36
38,75.82179479598999,0.5291352204788977,0.5148005962371827,0.015863489373810387,0.4,8,11,100,0.8,"{'colsample_bytree': 0.4, 'max_depth': 8, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 0.8}",-112.06528075887601,-107.19802933462925,-106.94138629645545,-107.25922826183674,-105.22217686491672,-107.73722030334284,2.2895460625601842,67
39,72.32490754127502,0.6747491294794541,0.5152975559234619,0.027254138388783995,0.4,8,11,100,1,"{'colsample_bytree': 0.4, 'max_depth': 8, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 1}",-110.91025526109033,-106.62623755493176,-105.85957391191536,-106.66170360908833,-104.24179735447262,-106.85991353829968,2.207005728708084,23
40,98.88423414230347,0.43004084638428497,0.8121019840240479,0.01828672370735616,0.4,10,5,100,0.8,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",-114.96078338467068,-110.33929411524885,-110.39669809729594,-105.97605154608743,-104.92313139099969,-109.31919170686051,3.592523292601622,92
41,94.79810070991516,1.7001411387713607,0.7884812831878663,0.06658512810585637,0.4,10,5,100,1,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-113.48420813002552,-108.58053435600982,-108.6749767563932,-104.40586637158435,-103.08046264442733,-107.64520965168806,3.670406406629202,63
42,97.65212302207946,0.7289597605449957,0.7875938415527344,0.04661653986470752,0.4,10,7,100,0.8,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-114.861107789566,-109.9953772721606,-110.20516668942362,-106.20514648063545,-105.01434419537127,-109.2562284854314,3.4688378569222373,91
43,111.0924744129181,21.897798275307718,0.7860888957977294,0.012382392466674044,0.4,10,7,100,1,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-113.2412159008323,-108.1503253201338,-108.35750821995343,-104.69927626732543,-103.21592165025196,-107.5328494716994,3.473090516639506,56
44,99.04894065856934,5.093970308491136,0.8207048416137696,0.03238507012106619,0.4,10,9,100,0.8,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 0.8}",-114.60733720366332,-110.10216340688702,-109.61121024604354,-105.90700042407366,-105.2476346856327,-109.09506919326004,3.3654798685342904,90
45,93.23561916351318,0.9434484787505825,0.7744791030883789,0.033819837687590296,0.4,10,9,100,1,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 1}",-112.66452403814617,-108.0128793370317,-107.95617285964182,-104.80330405469655,-103.54726970907028,-107.39682999971731,3.161849868740616,48
46,98.61121172904969,1.6186471968678133,0.7598845958709717,0.034785041810943634,0.4,10,11,100,0.8,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 0.8}",-113.88581878162229,-109.86257642324485,-109.81626307598522,-106.28949093819651,-105.12497800133653,-108.99582544407708,3.0868792134343956,89
47,94.1223692893982,1.5840741252760004,0.7398825645446777,0.04388061759771602,0.4,10,11,100,1,"{'colsample_bytree': 0.4, 'max_depth': 10, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 1}",-112.96404435461761,-107.95828946081004,-107.93804742411231,-104.9702078866016,-103.45445058132847,-107.457007941494,3.2562178101393324,52
48,74.56696848869323,1.331876411170436,0.37615118026733396,0.013028528571594616,0.6,6,5,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",-110.87003331037668,-105.8051815529391,-105.31728061780689,-107.9460916845443,-105.43937106228081,-107.07559164558954,2.1231285941490308,39
49,71.87562518119812,1.165960589113889,0.3447430610656738,0.005811220592649846,0.6,6,5,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-110.48918536404942,-105.22146229682086,-104.68911823825897,-107.65503277304218,-105.1798193411912,-106.64692360267254,2.1815864060717804,3
50,75.79047946929931,1.4451703568142236,0.34654412269592283,0.024731624335402914,0.6,6,7,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-110.53384730873314,-105.8735901932208,-105.1277144039027,-107.73029534670925,-105.23487729722139,-106.90006490995745,2.042615164233481,26
51,71.85830316543579,0.6195683897488014,0.35083675384521484,0.021623133671918038,0.6,6,7,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-110.22051093532464,-105.10040224052662,-104.82095547674867,-108.0785471050114,-105.23437512712279,-106.69095817694684,2.122807488875262,6
52,75.08236927986145,0.662674092282503,0.35974831581115724,0.011279932546026647,0.6,6,9,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 0.8}",-110.64892100603286,-105.8235727345532,-105.12993552990709,-107.95796607324954,-105.48815304052277,-107.00970967685309,2.068751100481309,33
53,71.62648463249207,0.6291975104172003,0.3763419628143311,0.02465082458551381,0.6,6,9,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 1}",-110.15954809550836,-105.24230901461438,-104.82148739765722,-107.73845453708263,-105.27090546532044,-106.64654090203662,2.0361019262322713,2
54,74.97870965003968,0.7906138903129508,0.3547338008880615,0.0226747475960881,0.6,6,11,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 0.8}",-110.3199535081732,-105.67006878777929,-104.83835694327567,-107.56713141009092,-105.41644137549184,-106.7623904049622,2.0005256002186327,9
55,72.95357460975647,3.000505140111521,0.35244321823120117,0.047426621974803164,0.6,6,11,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 1}",-110.2948190246708,-105.23710090457928,-104.94674341375729,-108.04857151951374,-105.31306333482657,-106.76805963946954,2.090731169928058,10
56,105.85139155387878,1.263716795862561,0.5123014450073242,0.014414533313333394,0.6,8,5,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",-112.06697742491365,-107.04393357160764,-106.84472366427742,-106.29041231213883,-104.49151380365373,-107.34751215531824,2.525569057352754,45
57,101.8995225906372,1.0296364968895015,0.5250889778137207,0.015935953212216036,0.6,8,5,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-111.44879275017789,-106.62628180028375,-106.3630219302532,-106.26115113340433,-103.98579355364207,-106.93700823355225,2.447392964928486,27
58,105.0954113960266,2.501002370085914,0.5206962585449219,0.02435655508221475,0.6,8,7,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-112.48744518841276,-106.8471500093515,-106.84975453873217,-106.70202734748845,-104.86639124453896,-107.55055366570477,2.5800588692131505,58
59,100.20397710800171,1.2474917506391783,0.5467358112335206,0.02361559690167223,0.6,8,7,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-111.22880082108806,-106.47232315877403,-106.42879193521824,-106.14787866814456,-104.09081280168546,-106.87372147698208,2.349350015584537,24
60,104.08990874290467,0.9888061942501514,0.5292111873626709,0.019192574658575424,0.6,8,9,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 0.8}",-112.1440302741033,-106.80089487186393,-106.67068678366671,-106.73115200378017,-104.68325820733973,-107.40600442815075,2.4989802443370013,49
